date,temp,visibility,dew_point,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all
2018-08-03,27.58791667,3333.333333,25.01041667,1011.5,86.125,3.81375,236.0416667,0.028333333,71.04166667
2018-08-04,27.79333333,2916.666667,24.97583333,1011.041667,84.875,4.53875,242.2083333,0.02375,79.41666667
2018-08-05,27.79375,2916.666667,24.53666667,1011.208333,82.70833333,5.71375,246.1666667,0.09,77.875
2018-08-06,27.85625,3750.0,24.52208333,1010.416667,82.5,4.667083333,248.5833333,0.076666667,71.5
2018-08-07,27.13375,2083.333333,24.31416667,1009.5,84.83333333,4.9575,241.0,0.112083333,80.0
2018-08-08,25.6975,2500.0,23.6525,1009.625,88.58333333,4.528333333,226.9583333,0.184166667,77.79166667
2018-08-09,26.72583333,2916.666667,24.2,1010.833333,86.33333333,4.105,246.6666667,0.075833333,85.20833333
2018-08-10,27.22625,2916.666667,24.76,1011.166667,86.58333333,4.777083333,252.0833333,0.055,78.04166667
2018-08-11,27.52458333,3333.333333,24.86041667,1010.25,85.58333333,5.43375,253.7083333,0.011666667,71.70833333
2018-08-12,27.33125,2083.333333,24.96125,1009.291667,87.08333333,5.39875,257.6666667,0.040833333,85.54166667
2018-08-13,27.28541667,1666.666667,25.22583333,1009.791667,88.66666667,4.330416667,244.375,0.14375,86.95833333
2018-08-14,26.81916667,2083.333333,24.46041667,1009.416667,87.04166667,5.280833333,244.6666667,0.534583333,78.25
2018-08-15,26.35083333,2791.666667,23.92208333,1009.708333,86.625,5.760416667,254.125,0.386666667,89.75
2018-08-16,26.7425,3333.333333,23.86833333,1009.541667,84.41666667,5.08,233.7916667,0.08875,82.125
2018-08-17,26.79125,2916.666667,24.09083333,1008.666667,85.29166667,5.144166667,267.0,0.209166667,89.95833333
2018-08-18,26.5625,3333.333333,23.59875,1008.75,84.0,5.40375,274.625,0.1375,78.20833333
2018-08-19,26.66041667,2500.0,23.97291667,1008.75,85.33333333,5.840833333,256.7083333,0.046666667,79.16666667
2018-08-20,26.76958333,2916.666667,24.14041667,1009.833333,85.75,4.794583333,259.0833333,0.025833333,58.54166667
2018-08-21,26.76291667,2916.666667,24.34833333,1010.125,86.79166667,3.546666667,245.0416667,0.004166667,38.04166667
2018-08-22,26.7,2916.666667,24.26708333,1009.833333,86.66666667,3.316666667,227.5,0.0,75.58333333
2018-08-23,26.88291667,2916.666667,23.85583333,1009.375,83.75,3.162916667,246.0833333,0.0,60.58333333
2018-08-24,26.37875,3333.333333,23.68416667,1008.875,85.33333333,2.953333333,243.0416667,0.0,73.91666667
2018-08-25,26.61666667,2500.0,23.9225,1008.625,85.29166667,3.873333333,241.0416667,0.0,90.91666667
2018-08-26,26.65958333,2500.0,23.9875,1008.208333,85.45833333,3.886666667,236.5416667,0.005833333,78.66666667
2018-08-27,27.02,2500.0,24.085,1008.541667,84.20833333,4.062916667,242.9166667,0.05625,58.79166667
2018-08-28,27.11458333,2500.0,24.02541667,1009.416667,83.45833333,3.974166667,251.2083333,0.0,73.58333333
2018-08-29,26.785,2500.0,23.77,1010.083333,83.83333333,4.140833333,234.9583333,0.0175,61.58333333
2018-08-30,26.82916667,2500.0,23.92833333,1009.541667,84.29166667,4.1075,234.9166667,0.025,71.58333333
2018-08-31,27.33708333,2916.666667,24.46375,1010.5,84.54166667,4.474583333,230.3333333,0.010833333,58.75
2018-09-01,26.87875,2500.0,24.05083333,1011.083333,84.70833333,3.650833333,218.625,0.015,81.25
2018-09-02,27.15916667,2083.333333,24.2025,1010.875,84.25,3.604583333,227.875,0.027916667,62.41666667
2018-09-03,27.37458333,3333.333333,23.8825,1010.916667,81.66666667,3.145416667,225.5416667,0.0,68.41666667
2018-09-04,27.19833333,3333.333333,23.72583333,1011.541667,81.66666667,3.447916667,218.5,0.0,58.5
2018-09-05,27.37291667,2916.666667,23.305,1010.875,78.75,3.818333333,228.1666667,0.0,65.25
2018-09-06,28.07125,2500.0,23.3075,1010.625,75.66666667,5.041666667,247.2083333,0.0,39.25
2018-09-07,27.99833333,2916.666667,23.63541667,1010.5,77.54166667,4.728333333,258.4583333,0.045833333,30.375
